date,open,high,low,close,volume,time,date_only,ticker
2024-10-07 11:50:00+05:30,193.38,193.6,192.68,192.98,22372,11:50:00,2024-10-07,ENGINERSIN
2024-10-07 11:55:00+05:30,192.98,193.0,192.25,192.5,27328,11:55:00,2024-10-07,ENGINERSIN
2024-10-07 12:00:00+05:30,192.5,192.62,191.98,192.0,77008,12:00:00,2024-10-07,ENGINERSIN
2024-10-07 12:05:00+05:30,192.11,193.26,191.99,193.18,47775,12:05:00,2024-10-07,ENGINERSIN
2024-10-07 12:10:00+05:30,193.18,193.62,192.83,193.62,36120,12:10:00,2024-10-07,ENGINERSIN
2024-10-07 12:15:00+05:30,193.62,193.71,193.0,193.19,30301,12:15:00,2024-10-07,ENGINERSIN
2024-10-07 12:20:00+05:30,193.19,193.85,193.05,193.6,14870,12:20:00,2024-10-07,ENGINERSIN
2024-10-07 12:25:00+05:30,193.6,193.83,192.75,192.85,40103,12:25:00,2024-10-07,ENGINERSIN
2024-10-07 12:30:00+05:30,192.85,193.03,192.12,192.12,27563,12:30:00,2024-10-07,ENGINERSIN
2024-10-07 12:35:00+05:30,192.14,192.5,191.85,192.27,39034,12:35:00,2024-10-07,ENGINERSIN
2024-10-07 12:40:00+05:30,192.32,192.43,192.07,192.33,12014,12:40:00,2024-10-07,ENGINERSIN
2024-10-07 12:45:00+05:30,192.33,192.46,191.63,191.7,26004,12:45:00,2024-10-07,ENGINERSIN
2024-10-07 12:50:00+05:30,191.7,192.16,191.63,191.94,20877,12:50:00,2024-10-07,ENGINERSIN
2024-10-07 12:55:00+05:30,191.94,192.09,191.71,192.09,14862,12:55:00,2024-10-07,ENGINERSIN
2024-10-07 13:00:00+05:30,192.05,192.16,191.5,191.81,18893,13:00:00,2024-10-07,ENGINERSIN
2024-10-07 13:05:00+05:30,191.8,192.11,191.58,191.7,26327,13:05:00,2024-10-07,ENGINERSIN
2024-10-07 13:10:00+05:30,191.71,192.06,191.65,191.9,25766,13:10:00,2024-10-07,ENGINERSIN
2024-10-07 13:15:00+05:30,191.93,192.27,191.66,191.95,20571,13:15:00,2024-10-07,ENGINERSIN
2024-10-07 13:20:00+05:30,191.95,191.95,191.16,191.6,39771,13:20:00,2024-10-07,ENGINERSIN
2024-10-07 13:25:00+05:30,191.6,191.99,191.48,191.83,27656,13:25:00,2024-10-07,ENGINERSIN
2024-10-07 13:30:00+05:30,191.71,191.83,190.86,190.94,81237,13:30:00,2024-10-07,ENGINERSIN
2024-10-07 13:35:00+05:30,190.94,191.22,190.77,190.93,37993,13:35:00,2024-10-07,ENGINERSIN
2024-10-07 13:40:00+05:30,190.92,190.99,190.41,190.7,37103,13:40:00,2024-10-07,ENGINERSIN
